Results of "10_5-methoxydimethyltryptamine":
  22:      42226 (  4,  -2,  -2)  0.556173 : "10_Lysergide"
  14:      84635 (  9,  -1,  -5)  0.666880 : "10_MDA"
  15:      50516 (  5,  -3,   8)  0.753077 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
  10:      68356 (  8,   7,   0)  0.578893 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
  19:      67620 (  7,  -1,   0)  0.713241 : "10_MPTP"
  10:      59616 (  7,   4,   0)  0.855773 : "10_Mescaline"
  18:      76360 (  9,   2,   0)  0.516344 : "10_Methamphetamine"
  16:      33015 (  3, -10, -13)  0.547510 : "10_Methyl-Piperidyl_benzilate"
   6:     744910 ( -4,   0, -14)  0.627712 : "10_P0_5F-ADB"
   8:      66976 (  7,  -8,   0)  0.701314 : "10_P0_AMB-FUBINACA"
  10:      66884 (  7,  -9,   0)  0.731117 : "10_PCE"
  14:      84451 (  9,  -3,  -5)  0.724371 : "10_PCPY"
  11:      42497 (  5,   1,  -7)  0.723584 : "10_PEPTP"
  20:      33945 (  4,   0,  -3)  0.642579 : "10_PMA"
  19:      76636 (  9,   5,   0)  0.696860 : "10_Parahexyl"
   9:       8742 (  1,   3,   2)  0.830904 : "10_Phencyclidine"
  22:      51152 (  6,   4,   0)  0.577019 : "10_Psilocine"
  12:      18124 (  2,  13,   0)  0.552194 : "10_Psilocybine"
   8:      84089 (  9,  -6,   1)  0.733314 : "10_STP_DOM"
  12:      77188 (  9,  11,   0)  0.701982 : "10_TCP"
  15:      68172 (  8,   5,   0)  0.855661 : "10_TMA"
Results of "10_Cocaine":
   0:    1558378 ( 67,  68,  74)  10254979.000000 : "10_5-methoxydimethyltryptamine"
   8:      69930 (  3,   4,  10)  0.459317 : "10_Bufotenine"
  18:      23394 (  1,   1, -14)  0.371303 : "10_Cantharidin"
   0:          0 (  0,   0,   0)  1.000000 : "10_Cocaine"
  22:      47418 (  2,   7,  -6)  0.517474 : "10_DET"
  16:     115064 (  4,  -3,   0)  0.453753 : "10_DMA"
  10:      94079 (  4,  10,  -9)  0.519218 : "10_DMHP"
  17:    3465911 ( -2,   2,   7)  0.498726 : "10_DMT"
   7:     116128 (  5,   4,   0)  0.470618 : "10_DOB"
  14:      91960 (  3,  -3,   0)  0.566697 : "10_Desomorphine"
  14:      92568 (  4,   1,   0)  0.551596 : "10_Ethyl-Piperidyl_benzilate"
  22:      23861 (  1,   4,  -3)  0.632399 : "10_Etorphine"
  10:     115529 (  5,   0,   9)  0.533585 : "10_Ketobemidone"
   8:    3373032 ( -7,  -1,   0)  0.434864 : "10_Lysergide"
  13:     161272 (  6,  -3,   0)  0.387699 : "10_MDA"
  20:      69615 (  3,   1,  -1)  0.430905 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
  20:      69464 (  3,   1,   0)  0.503130 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
  13:     138320 (  5,  -2,   0)  0.512038 : "10_MPTP"
  10:      94085 (  4,  10,  -3)  0.612908 : "10_Mescaline"
  18:      46965 (  2,   4,  -3)  0.312252 : "10_Methamphetamine"
  10:     253833 ( 10,  -3,  -7)  0.396510 : "10_Methyl-Piperidyl_benzilate"
   7:    3466360 ( -2,   5,   0)  0.455700 : "10_P0_5F-ADB"
   1:      94545 (  4,  14,   1)  0.481590 : "10_P0_AMB-FUBINACA"
  23:    3443864 ( -3,   9,   0)  0.528455 : "10_PCE"
  18:      92719 (  4,   1,  -1)  0.609706 : "10_PCPY"
  18:      92120 (  3,  -2,   8)  0.621143 : "10_PEPTP"
   9:     114914 (  4,  -4,   2)  0.554991 : "10_PMA"
  22:      90755 (  3, -11,  11)  0.496912 : "10_Parahexyl"
  18:      92869 (  4,   2,  -3)  0.602513 : "10_Phencyclidine"
  21:    3465911 ( -2,   2,   7)  0.482234 : "10_Psilocine"
  22:      46820 (  2,   4,   4)  0.378123 : "10_Psilocybine"
   4:    3488857 ( -1,   1,   1)  0.445067 : "10_STP_DOM"
  20:      92572 (  4,   1,   4)  0.541732 : "10_TCP"
  15:      93328 (  4,   6,   0)  0.529634 : "10_TMA"
Results of "10_DET":
   0:    1474111 (-48, -53, -65)  3500255.250000 : "10_5-methoxydimethyltryptamine"
   0:      86988 (  4,  -1,   0)  0.468761 : "10_Bufotenine"
  20:    2195424 ( -6,   0,   0)  0.268090 : "10_Cantharidin"
   6:      87118 (  4,  -1,  -2)  0.353392 : "10_Cocaine"
   0:          0 (  0,   0,   0)  1.000000 : "10_DET"
  11:     209479 ( 12,   2,  -5)  0.301503 : "10_DMA"
   0:      35119 (  2,   2,   7)  0.383991 : "10_DMHP"
   2:      52272 (  3,   0,   0)  0.605349 : "10_DMT"
   8:     261624 ( 15,   2,   0)  0.364443 : "10_DOB"
   6:      17292 (  0,  -1,   0)  0.362473 : "10_Desomorphine"
  19:     122102 (  7,   1,   2)  0.505585 : "10_Ethyl-Piperidyl_benzilate"
   6:      52537 (  3,   2,   1)  0.476930 : "10_Etorphine"
  13:     156024 (  8,  -6,   0)  0.443673 : "10_Ketobemidone"
  12:      52408 (  3,   1,   4)  0.376646 : "10_Lysergide"
  19:     123297 (  7,  10,   9)  0.304722 : "10_MDA"
  17:     158139 (  9,  10,   3)  0.398453 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
   7:     122364 (  7,   3,   0)  0.333328 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
   6:    2265384 ( -2,   2,   0)  0.383335 : "10_MPTP"
  22:     260955 ( 14,  -4,  -9)  0.438464 : "10_Mescaline"
  15:     279708 ( 16,   7,   0)  0.243791 : "10_Methamphetamine"
  13:    2299572 ( -1,  -3,   0)  0.351588 : "10_Methyl-Piperidyl_benzilate"
   7:      52404 (  3,   1,   0)  0.404207 : "10_P0_5F-ADB"
   7:     140449 (  8,   8,   1)  0.481789 : "10_P0_AMB-FUBINACA"
   2:    2160840 ( -8,   2,   0)  0.415794 : "10_PCE"
   5:     227174 ( 13,   5,   2)  0.391064 : "10_PCPY"
   6:     122232 (  7,   2,   0)  0.381737 : "10_PEPTP"
  16:     209092 ( 12,   0,   4)  0.352859 : "10_PMA"
   3:      35112 (  2,   2,   0)  0.429004 : "10_Parahexyl"
  10:     191932 ( 11,   2,   4)  0.411914 : "10_Phencyclidine"
   0:      52272 (  3,   0,   0)  0.657461 : "10_Psilocine"
   3:      69556 (  3,  -2,  -8)  0.446307 : "10_Psilocybine"
  17:      52016 (  2,  -2,   8)  0.424362 : "10_STP_DOM"
  23:     174104 (  9,  -2,  -4)  0.365494 : "10_TCP"
   2:    2196084 ( -6,   5,   0)  0.422658 : "10_TMA"
Results of "10_DMA":
   0:    1007426 ( 61,  62, -62)  782728.500000 : "10_5-methoxydimethyltryptamine"
   3:     131214 (  8,   1,  14)  0.480764 : "10_Bufotenine"
  10:      97536 (  5,  -6,   0)  0.519798 : "10_Cantharidin"
   7:      65792 (  4,   2,   0)  0.673432 : "10_Cocaine"
  11:    2081664 ( -1,   7,   0)  0.525661 : "10_DET"
   0:          9 (  0,   0,   9)  1.000000 : "10_DMA"
   5:     212241 ( 12,  -6,  17)  0.589577 : "10_DMHP"
   7:     327798 ( 20,   0, -10)  0.452507 : "10_DMT"
   5:          0 (  0,   0,   0)  0.968676 : "10_DOB"
  14:      81792 (  4,  -1,   0)  0.624214 : "10_Desomorphine"
   7:    2065546 ( -2,   9,  10)  0.590514 : "10_Ethyl-Piperidyl_benzilate"
  22:     180987 ( 11,   5,  -5)  0.760275 : "10_Etorphine"
  18:        128 (  0,   1,   0)  0.633346 : "10_Ketobemidone"
   9:      81782 (  4,  -2, -10)  0.588109 : "10_Lysergide"
  23:      33280 (  2,   4,   0)  0.538342 : "10_MDA"
  18:      16384 (  1,   0,   0)  0.794910 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
  20:      82437 (  5,   4,   5)  0.589183 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
  13:      98311 (  6,   0,   7)  0.621985 : "10_MPTP"
   0:     164102 ( 10,   2,   6)  0.758715 : "10_Mescaline"
   2:     147825 (  9,   2, -15)  0.452992 : "10_Methamphetamine"
   1:      98819 (  6,   4,   3)  0.607366 : "10_Methyl-Piperidyl_benzilate"
  19:    2096522 ( -1,  -5,  10)  0.605844 : "10_P0_5F-ADB"
  19:      16011 (  0,  -3,  11)  0.640098 : "10_P0_AMB-FUBINACA"
   2:        256 (  0,   2,   0)  0.637894 : "10_PCE"
  14:      33024 (  2,   2,   0)  0.748887 : "10_PCPY"
  16:      81924 (  5,   0,   4)  0.760226 : "10_PEPTP"
   9:     114569 (  6,  -1,   9)  0.756803 : "10_PMA"
   6:     196995 ( 12,   3,   3)  0.611245 : "10_Parahexyl"
  16:     114188 (  6,  -4,  12)  0.651533 : "10_Phencyclidine"
   7:     114816 (  7,   1,   0)  0.468946 : "10_Psilocine"
   2:     310923 ( 18,  -3,  11)  0.503398 : "10_Psilocybine"
   4:        521 (  0,   4,   9)  0.794534 : "10_STP_DOM"
  11:      33024 (  2,   2,   0)  0.601300 : "10_TCP"
   5:     196736 ( 12,   1,   0)  0.728504 : "10_TMA"
Results of "10_DMHP":
   0:    4901299 (-78, -94,  99)  4138762.000000 : "10_5-methoxydimethyltryptamine"
  10:     517386 ( 12, -14, -14)  0.263107 : "10_Bufotenine"
  18:     438983 ( 10,  -6, -17)  0.216589 : "10_Cantharidin"
   3:      79801 (  1,  -1,   1)  0.315944 : "10_Cocaine"
   6:     319801 (  7,  -1,   1)  0.232582 : "10_DET"
   7:     279788 (  6,  -2, -12)  0.291250 : "10_DMA"
   0:        194 (  0,   0,  -6)  1.000000 : "10_DMHP"
  15:     561604 ( 14,   8,   4)  0.237023 : "10_DMT"
  19:     318600 (  7,  -7,   0)  0.301580 : "10_DOB"
   7:     720600 ( 18,   3,   0)  0.303437 : "10_Desomorphine"
  20:    7960001 ( -1,   0,   1)  0.294810 : "10_Ethyl-Piperidyl_benzilate"
   6:     759000 ( 18,  -5,   0)  0.404769 : "10_Etorphine"
  23:     558399 ( 13,  -9,  -1)  0.316303 : "10_Ketobemidone"
   2:     960004 ( 24,   0,   4)  0.320629 : "10_Lysergide"
  13:     598002 ( 14, -10,   2)  0.212647 : "10_MDA"
   7:     281200 (  7,   6,   0)  0.283468 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
   1:     920001 ( 23,   0,   1)  0.278235 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
   5:     279400 (  6,  -3,   0)  0.251015 : "10_MPTP"
   6:     439204 ( 10,  -4,   4)  0.384244 : "10_Mescaline"
  10:     519589 ( 12,  -3, -11)  0.201477 : "10_Methamphetamine"
  10:    7919195 ( -3,  -5,  -5)  0.220359 : "10_Methyl-Piperidyl_benzilate"
  21:     840592 ( 21,   2,  -8)  0.315686 : "10_P0_5F-ADB"
  22:     599392 ( 14,  -4,  -8)  0.295910 : "10_P0_AMB-FUBINACA"
  18:     679796 ( 16,  -2,  -4)  0.318454 : "10_PCE"
  11:     599598 ( 14,  -3,  -2)  0.323774 : "10_PCPY"
  14:     639600 ( 15,  -2,   0)  0.333026 : "10_PEPTP"
   5:     920001 ( 23,   0,   1)  0.249748 : "10_PMA"
   0:      40001 (  1,   0,   1)  0.515727 : "10_Parahexyl"
  11:     400395 ( 10,   1,  -5)  0.347643 : "10_Phencyclidine"
  15:     321600 (  8,   8,   0)  0.257955 : "10_Psilocine"
   1:      80611 (  2,   3,  11)  0.244939 : "10_Psilocybine"
   7:     400200 ( 10,   1,   0)  0.285802 : "10_STP_DOM"
   5:     639804 ( 15,  -1,   4)  0.275645 : "10_TCP"
   0:      38791 (  0,  -7,  -9)  0.338673 : "10_TMA"
Results of "10_DMT":
   0:    1190339 (-47,  51, -61)  2999203.750000 : "10_5-methoxydimethyltryptamine"
   2:      15616 (  1,   1,  -8)  0.733537 : "10_Bufotenine"
  11:     153017 (  9,  -6,   1)  0.306302 : "10_Cantharidin"
  17:     107877 (  7,   1,  -3)  0.431271 : "10_Cocaine"
   2:    1860504 ( -3,   0,   8)  0.703377 : "10_DET"
   7:      61882 (  4,   3,   6)  0.358154 : "10_DMA"
  15:     124745 (  8,  14,   1)  0.506094 : "10_DMHP"
   0:          0 (  0,   0,   0)  1.000000 : "10_DMT"
   8:     169012 ( 10,  -1,   0)  0.405454 : "10_DOB"
  19:     138755 (  9,   2,  -1)  0.436772 : "10_Desomorphine"
  17:      76879 (  4,  -1,  -1)  0.607344 : "10_Ethyl-Piperidyl_benzilate"
  15:     122269 (  7,  -6,   5)  0.512251 : "10_Etorphine"
  11:     198776 ( 12,  -9,   4)  0.501272 : "10_Ketobemidone"
   5:      30256 (  1,  -4,   0)  0.423326 : "10_Lysergide"
  21:     215016 ( 13,  -2,   0)  0.339660 : "10_MDA"
  19:     106392 (  6, -10,   0)  0.460427 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
   6:      76633 (  4,  -2,   1)  0.410036 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
  10:     183396 ( 11,  -9,   0)  0.498263 : "10_MPTP"
  21:     169640 ( 11,   4,   8)  0.548832 : "10_Mescaline"
  15:     169508 ( 11,   3,   0)  0.296404 : "10_Methamphetamine"
  13:    1860000 ( -4,  -4,   0)  0.405349 : "10_Methyl-Piperidyl_benzilate"
   7:      93868 (  6,  13,   0)  0.505086 : "10_P0_5F-ADB"
   6:      91264 (  5,  -8,   0)  0.541898 : "10_P0_AMB-FUBINACA"
  10:     183397 ( 11,  -9,   1)  0.473454 : "10_PCE"
  16:     108005 (  7,   3,   1)  0.495515 : "10_PCPY"
  20:      61259 (  3,  -2,   3)  0.467090 : "10_PEPTP"
  23:      61506 (  4,   0,   2)  0.388049 : "10_PMA"
   8:     216994 ( 14,  13,  -6)  0.541369 : "10_Parahexyl"
  23:      92632 (  6,   3,   4)  0.547061 : "10_Phencyclidine"
   2:          8 (  0,   0,   8)  0.921727 : "10_Psilocine"
   1:        248 (  0,   2,   0)  0.670384 : "10_Psilocybine"
  19:    1891630 ( -1,   3,  10)  0.455624 : "10_STP_DOM"
  20:     107883 (  7,   2,   3)  0.431560 : "10_TCP"
  10:     152769 (  9,  -8,   1)  0.482612 : "10_TMA"
Results of "10_DOB":
   0:     823176 ( 53, -58, -60)  754459.562500 : "10_5-methoxydimethyltryptamine"
   7:    1798981 ( -8,  -1, -11)  0.408144 : "10_Bufotenine"
  10:    1782750 ( -9,  -7,   2)  0.413300 : "10_Cantharidin"
   7:    1753106 (-10,   1,  -6)  0.559817 : "10_Cocaine"
   9:    1798248 ( -8,  -6,   0)  0.372854 : "10_DET"
   5:          7 (  0,   0,   7)  0.666003 : "10_DMA"
  11:    1753361 (-10,   4,   1)  0.536683 : "10_DMHP"
   6:    1798980 ( -8,  -1, -12)  0.381324 : "10_DMT"
   0:          1 (  0,   0,   1)  1.000000 : "10_DOB"
  14:    1768109 (-10,  -2,  -7)  0.460085 : "10_Desomorphine"
   6:    1675230 (-16,  -7, -10)  0.429503 : "10_Ethyl-Piperidyl_benzilate"
  22:    1860868 ( -3,   3,   0)  0.618280 : "10_Etorphine"
  16:    1906503 ( -1,  -1,   3)  0.488519 : "10_Ketobemidone"
   9:    1767982 (-10,  -3, -10)  0.451005 : "10_Lysergide"
  16:    1890757 ( -2,  -4,   5)  0.458509 : "10_MDA"
  18:    1721866 (-13,  -2,   2)  0.658430 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
  18:    1798738 ( -8,  -3,  -6)  0.525193 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
   9:    1906376 ( -1,  -2,   0)  0.522551 : "10_MPTP"
   0:    1845120 ( -4,   0,   0)  0.681551 : "10_Mescaline"
   4:    1767992 (-10,  -2,   0)  0.386426 : "10_Methamphetamine"
   3:    1798747 ( -8,  -2,   3)  0.473037 : "10_Methyl-Piperidyl_benzilate"
  19:    1690616 (-15,  -6,   0)  0.466095 : "10_P0_5F-ADB"
  21:        488 (  0,   3,  -8)  0.521315 : "10_P0_AMB-FUBINACA"
  11:    1906505 ( -1,  -1,   5)  0.526705 : "10_PCE"
  11:    1891004 ( -2,  -2,   4)  0.575800 : "10_PCPY"
  16:    1783493 ( -9,  -1,   1)  0.609065 : "10_PEPTP"
   9:    1783366 ( -9,  -3,  -2)  0.554941 : "10_PMA"
   6:    1876120 ( -2,   2,   0)  0.546589 : "10_Parahexyl"
  20:    1798486 ( -8,  -5, -10)  0.536344 : "10_Phencyclidine"
  12:    1844111 ( -5,  -9, -17)  0.389707 : "10_Psilocine"
  17:    1752120 (-11,  -6,   0)  0.364386 : "10_Psilocybine"
   2:      14999 (  0,  -4,  -5)  0.574497 : "10_STP_DOM"
  14:    1891118 ( -2,  -2,  -6)  0.477599 : "10_TCP"
   0:    1829372 ( -6,  -3,   0)  0.636774 : "10_TMA"
Results of "10_Desomorphine":
   0:    1069578 (-37,  56,  58)  2118014.500000 : "10_5-methoxydimethyltryptamine"
   3:      53719 (  3,  -1,  11)  0.401721 : "10_Bufotenine"
  14:      39804 (  2,  -5,  16)  0.337798 : "10_Cantharidin"
   3:      40022 (  2,  -3,   2)  0.460883 : "10_Cocaine"
   1:      13236 (  0,  -2,  12)  0.468478 : "10_DET"
   0:      66932 (  4,  -3,   0)  0.343595 : "10_DMA"
   5:     200799 ( 14,  -9,   3)  0.495307 : "10_DMHP"
   3:      53592 (  3,  -2,   0)  0.468550 : "10_DMT"
   5:     134213 (  9,  -3,   1)  0.382993 : "10_DOB"
   0:          0 (  0,   0,   0)  1.000000 : "10_Desomorphine"
  20:      26113 (  1,  -7,  13)  0.390476 : "10_Ethyl-Piperidyl_benzilate"
   6:     160548 ( 11,  -8,   4)  0.580536 : "10_Etorphine"
  10:     134560 ( 10,   0,   0)  0.479263 : "10_Ketobemidone"
   0:     119702 (  8, -13, -10)  0.429295 : "10_Lysergide"
  16:     120763 (  8,  -3,   7)  0.330870 : "10_MDA"
  18:     147552 ( 10,  -4,   0)  0.398597 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
  18:     147436 ( 10,  -5,   0)  0.484490 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
   0:      26680 (  1,  -2,   0)  0.510083 : "10_MPTP"
   6:    1506840 ( -5,  -2,   0)  0.462816 : "10_Mescaline"
   7:      67149 (  4,  -2, -15)  0.400060 : "10_Methamphetamine"
  11:      26345 (  1,  -5,  13)  0.419659 : "10_Methyl-Piperidyl_benzilate"
  19:    1465417 ( -8, -12, -11)  0.399319 : "10_P0_5F-ADB"
  21:     202306 ( 15,   4,   2)  0.360606 : "10_P0_AMB-FUBINACA"
   0:      40136 (  2,  -2,   0)  0.510212 : "10_PCE"
   0:      39772 (  2,  -6, -16)  0.454909 : "10_PCPY"
  20:     147788 ( 10,  -2,   4)  0.646360 : "10_PEPTP"
   9:     147558 ( 10,  -4,   6)  0.445977 : "10_PMA"
   2:    1479116 ( -7,  -9,   0)  0.423951 : "10_Parahexyl"
   6:     107416 (  7,  -2,   0)  0.633663 : "10_Phencyclidine"
   1:      40136 (  2,  -2,   0)  0.431889 : "10_Psilocine"
  19:    1493829 ( -5,   1, -19)  0.351124 : "10_Psilocybine"
  14:    1519253 ( -4, -11,   1)  0.418183 : "10_STP_DOM"
   8:     161456 ( 11,  -1, -16)  0.416297 : "10_TCP"
   2:      53712 (  3,  -1,   4)  0.447129 : "10_TMA"
Results of "10_Ethyl-Piperidyl_benzilate":
   0:    1632215 ( 74, -72,  71)  10288921.000000 : "10_5-methoxydimethyltryptamine"
   6:    2956865 (-14,  -2, -27)  0.534857 : "10_Bufotenine"
  12:     174052 (  7,  -8,   4)  0.390197 : "10_Cantharidin"
   6:    3132866 ( -5,   4,   2)  0.613931 : "10_Cocaine"
   3:    3000717 (-12,  -1,  17)  0.540223 : "10_DET"
   4:    3219296 ( -2,  -4,   0)  0.573721 : "10_DMA"
  13:     154208 (  7,   5,  -8)  0.998593 : "10_DMHP"
   7:    2956744 (-14,  -2,   0)  0.519827 : "10_DMT"
   2:    3219296 ( -2,  -4,   0)  0.696798 : "10_DOB"
  13:    3154456 ( -4,   1, -16)  0.585493 : "10_Desomorphine"
   0:          0 (  0,   0,   0)  1.000000 : "10_Ethyl-Piperidyl_benzilate"
   3:    3066560 ( -8,   0,   0)  0.842484 : "10_Etorphine"
  18:    3197542 ( -3,  -3,   2)  0.825866 : "10_Ketobemidone"
   7:    3000535 (-12,  -3, -17)  0.617262 : "10_Lysergide"
  18:    3154176 ( -4,   0,   0)  0.788087 : "10_MDA"
  16:    3198132 ( -2,   1,   0)  0.561766 : "10_MMDA2_2-methoxy-4,5-methylenedioxyamphetamine"
   9:      21462 (  0,  -3,   2)  0.505061 : "10_MMDA_3-methoxy-4,5-methylenedioxyamphetamine"
  11:    3219592 ( -2,  -2,   0)  0.884821 : "10_MPTP"
   2:    3109924 ( -7,  -3,   0)  0.600838 : "10_Mescaline"
  11:      66008 (  3,   2,   0)  0.420928 : "10_Methamphetamine"
   0:      41413 (  1, -17, -27)  0.586638 : "10_Methyl-Piperidyl_benzilate"
  13:      23828 (  1,  13,   0)  0.777864 : "10_P0_5F-ADB"
  22:     152884 (  6,  -3,   0)  0.619600 : "10_P0_AMB-FUBINACA"
  20:    3197688 ( -3,  -2,   0)  0.826320 : "10_PCE"
  11:    3175636 ( -4,  -3,   0)  0.794375 : "10_PCPY"
   9:    3241496 ( -1,  -2,   0)  0.986544 : "10_PEPTP"
