Results of "10_41_Lysergic_acid":
   4:      57363 (  3,  -2,   3)  0.379985 : "21_Gamma-aminobutyric_acid"
  15:      57855 (  4,   2,  15)  0.300410 : "21_Gamma-butyrolactone"
   5:     129366 (  8,  -2,   6)  0.254062 : "21_Gamma-hydroxybutyraldehyde"
   5:      42975 (  2,  -2,  15)  0.335470 : "21_Gamma-hydroxybutyrate_GHB"
   3:     172443 ( 11,  -3,   3)  0.362925 : "21_MDMA"
   6:     114840 (  7,  -3,   0)  0.212225 : "21_Methcathinone"
   3:    1712280 ( -2, -11,   0)  0.475747 : "21_Morphine"
  13:     144348 ( 10,   2, -12)  0.339355 : "21_Tetrahydrocannabinols"
   1:     158280 ( 10,  -1,   0)  0.245717 : "22_4-methylaminorex"
  18:      57480 (  3,  -1,   0)  0.367060 : "22_4-methylthioamphetamine"
   0:      13800 (  0,  -5,   0)  0.392787 : "22_43_Ephedrine"
   0:      28320 (  1,  -4,   0)  0.355300 : "22_43_Pseudophedrine"
   7:      42840 (  2,  -3,   0)  0.492423 : "22_Benzphetamine"
   4:     158642 ( 11,   2,   2)  0.398852 : "22_Cathinone"
  21:      27846 (  1,  -8,   6)  0.405540 : "22_DOET"
  13:    1684923 ( -3,   1,   3)  0.318741 : "22_Fencamfamine"
   3:    1598411 ( -9,   0,  11)  0.317260 : "22_Fenethylline"
   1:     100443 (  6,  -3,   3)  0.417902 : "22_Fenproporex"
   3:      85920 (  5,  -4,   0)  0.420818 : "22_Mefenorex"
   6:     215282 ( 14,  -6,   2)  0.482481 : "22_Methaqualone"
   4:     115076 (  7,  -2,  -4)  0.402009 : "22_Methylphenidate"
  17:    1711682 ( -2, -16,   2)  0.331478 : "22_N-ethyl_MDA"
   1:     114840 (  7,  -3,   0)  0.406469 : "22_N-ethylamphetamine"
  21:      41763 (  2, -12,   3)  0.356013 : "22_N-hydroxy_MDA"
   0:      57000 (  3,  -5,   0)  0.307967 : "22_Norpseudophedrine"
   2:      42600 (  2,  -5,   0)  0.281098 : "22_Propylhexedrine"
   7:    1627200 ( -7,   0,   0)  0.419653 : "22_Pyrovalerone"
   4:     216240 ( 15,   2,   0)  0.533093 : "23_1-methyl-4-phenyl-4-piperidinol"
   4:     331321 ( 23,   1,   1)  0.585212 : "23_1-phenethyl-4-phenyl-4-piperidinol"
   3:    1525800 (-15,  -5,   0)  0.389519 : "23_3-methylfentanyl"
   3:    1627087 ( -8,  -1,   7)  0.349546 : "23_3-methylthiofentanyl"
   1:      57961 (  4,   3,   1)  0.389661 : "23_Acetyl-alpha-methylfentanyl"
  17:    1713482 ( -2,  -1,   2)  0.376846 : "23_Acetylmethadol"
   7:    1641361 ( -7,  -2,   1)  0.354060 : "23_Alfentanil"
   9:     100442 (  6,  -3,   2)  0.460056 : "23_Allylprodine"
  19:      14281 (  0,  -1,   1)  0.546689 : "23_Alphacetylmethadol"
  14:      28562 (  1,  -2,   2)  0.596965 : "23_Alphameprodine"
  11:      28560 (  1,  -2,   0)  0.439442 : "23_Alphamethadol"
  11:      57242 (  3,  -3,   2)  0.612495 : "23_Alphaprodine"
   0:     129004 (  8,  -5,   4)  0.371273 : "23_Anileridine"
   0:      71041 (  4,  -8,   1)  0.421119 : "23_Benzethidine"
   2:     172682 ( 11,  -1,   2)  0.375116 : "23_Benzylmorphine"
   3:    1727634 ( -1,  -4,  -6)  0.377498 : "23_Beta-hydroxy-3-methylfentanyl"
  10:      15600 (  1,  10,   0)  0.529033 : "23_Beta-hydroxyfentanyl"
  19:     114721 (  7,  -4,   1)  0.580865 : "23_Betacetylmethadol"
  16:     186962 ( 12,  -2,   2)  0.402255 : "23_Betameprodine"
   2:    1684800 ( -3,   0,   0)  0.516143 : "23_Betamethadol"
  17:     158402 ( 11,   0,   2)  0.483712 : "23_Betaprodine"
  21:    1639443 ( -7, -18,   3)  0.507178 : "23_Bezitramide"
   5:     230644 ( 16,   2,   4)  0.445825 : "23_Clonitazene"
   1:      87245 (  6,   7,   5)  0.376029 : "23_Dextromoramide"
   6:      86044 (  5,  -3,   4)  0.373464 : "23_Diampromide"
   9:     129480 (  8,  -1,   0)  0.563039 : "23_Diethylthiambutene"
   2:      42365 (  2,  -7,   5)  0.417379 : "23_Difenoxin"
  21:      57239 (  3,  -4,  -1)  0.490954 : "23_Dihydromorphine"
  12:    1641602 ( -6,   0,   2)  0.422349 : "23_Dimenoxadol"
  10:    1727760 ( -1,  -2,   0)  0.475196 : "23_Dimepheptanol"
   9:      57483 (  3,  -1,   3)  0.346087 : "23_Dimethylthiambutene"
   6:      86041 (  5,  -3,   1)  0.466438 : "23_Dioxaphetyl_butyrate"
   2:      56883 (  3,  -6,   3)  0.486315 : "23_Diphenoxylate"
  21:     186600 ( 12,  -5,   0)  0.433287 : "23_Dipipanone"
   7:    1698720 ( -3,  -4,   0)  0.553203 : "23_Drotebanol"
   8:     144240 ( 10,   2,   0)  0.348383 : "23_Ecgonine"
   9:     143882 (  9,  -1,   2)  0.465165 : "23_Ethylmethylthiambutene"
  10:      57600 (  4,   0,   0)  0.313528 : "23_Etonitazene"
   4:     258958 ( 17,  -3,  -2)  0.410155 : "23_Etoxeridine"
  17:     145320 ( 10,  11,   0)  0.433120 : "23_Fentanyl"
   7:     201360 ( 13,  -2,   0)  0.483496 : "23_Furethidine"
   6:    1698720 ( -3,  -4,   0)  0.433027 : "23_Hydrocodone"
  22:      57239 (  3,  -4,  -1)  0.478320 : "23_Hydromorphinol"
   7:     115320 (  8,   1,   0)  0.393231 : "23_Hydromorphone"
   4:    1627082 ( -8,  -1,   2)  0.644457 : "23_Hydroxypethidine"
  18:    1727881 ( -1,  -1,   1)  0.487180 : "23_Isomethadone"
   3:    1684560 ( -4,  -2,   0)  0.563986 : "23_Levometorphan"
   4:    1683961 ( -4,  -7,   1)  0.527002 : "23_Levomoramide"
   5:    1698730 ( -3,  -4,  10)  0.428208 : "23_Levophenacylmorphan"
   6:     187560 ( 13,   3,   0)  0.432624 : "23_Levorphanol"
  17:     187203 ( 13,   0,   3)  0.426519 : "23_MPPP"
   4:     100920 (  7,   1,   0)  0.577887 : "23_Mecloqualone"
  15:     143520 (  9,  -4,   0)  0.462459 : "23_Metazocine"
  15:    1685400 ( -3,   5,   0)  0.431044 : "23_Methadone"
   0:    1712280 ( -2, -11,   0)  0.431511 : "23_Methyldesorphine"
   4:      14165 (  0,  -2,   5)  0.396548 : "23_Methyldihydromorphine"
  11:      57010 (  3,  -5,  10)  0.470517 : "23_Metopon"
   9:     158282 ( 10,  -1,   2)  0.543838 : "23_Moramide-intermediate"
   3:     157564 ( 10,  -7,   4)  0.499924 : "23_Morphine-n-oxide"
   2:      27720 (  1,  -9,   0)  0.421908 : "23_Morphine_methobromide"
   1:     143759 (  9,  -3,  -1)  0.337901 : "23_Nabilone"
   4:    1683963 ( -4,  -7,   3)  0.426053 : "23_Noracymethadol"
   5:      14156 (  0,  -3,  -4)  0.582972 : "23_Norlevorphanol"
  18:      86161 (  5,  -2,   1)  0.512963 : "23_Normethadone"
   2:    1670283 ( -5,  -1,   3)  0.396663 : "23_Normorphine"
   7:     143996 (  9,  -1,  -4)  0.561249 : "23_Norpipanone"
   4:     230640 ( 16,   2,   0)  0.494165 : "23_Oxycodone"
   2:    1670045 ( -5,  -3,   5)  0.396666 : "23_Oxymorphone"
   2:      71406 (  4,  -5,   6)  0.353946 : "23_PEPAP"
   3:    1713120 ( -2,  -4,   0)  0.420091 : "23_Pethidine-intermediate-A"
  14:    1699090 ( -3,  -1,  10)  0.338442 : "23_Pethidine-intermediate-B"
   2:     129480 (  8,  -1,   0)  0.365860 : "23_Pethidine-intermediate-C"
  22:      42842 (  2,  -3,   2)  0.605729 : "23_Pethidine"
   0:    1655761 ( -6,  -2,   1)  0.496277 : "23_Phenadoxone"
  19:    1699801 ( -2,   5,   1)  0.440970 : "23_Phenampromide"
   7:    1727521 ( -1,  -4,   1)  0.494638 : "23_Phendimetrazine"
   0:      43200 (  3,   0,   0)  0.334614 : "23_Phenmetrazine"
  15:      43803 (  3,   5,   3)  0.364826 : "23_Phenoperidine"
  19:      44042 (  3,   7,   2)  0.459139 : "23_Piminodine"
   8:    1715400 ( -1,  15,   0)  0.412592 : "23_Piritramide"
   6:      28683 (  1,  -1,   3)  0.405202 : "23_Proheptazine"
  19:      43080 (  2,  -1,   0)  0.758021 : "23_Properidine"
  14:    1685039 ( -3,   1,  -1)  0.439270 : "23_Racemethorphan_minus"
   6:    1684440 ( -4,  -3,   0)  0.512678 : "23_Racemethorphan_plus"
   3:      14403 (  1,   0,   3)  0.414087 : "23_Racemoramide"
  23:    1684804 ( -3,   0,   4)  0.365015 : "23_Racemorphan_minus"
   1:      13800 (  0,  -5,   0)  0.495833 : "23_Racemorphan_plus"
  12:    1698840 ( -3,  -3,   0)  0.420454 : "23_Tapentadol"
  22:      14771 (  1,   3,  11)  0.445323 : "23_Thebacon"
  10:     115680 (  8,   4,   0)  0.442669 : "23_Thebaine"
  17:      15364 (  1,   8,   4)  0.516923 : "23_Thiofentanyl"
  12:          3 (  0,   0,   3)  0.479251 : "23_Tilidine"
  12:     145554 ( 10,  12,  -6)  0.474586 : "23_alpha-methylfentanyl"
   2:     129600 (  9,   0,   0)  0.373577 : "23_alpha-methylthiofentanyl"
   0:    1525802 (-15,  -5,   2)  0.401848 : "23_p-fluorofentanyl"
  13:    1685040 ( -3,   2,   0)  0.306036 : "31_BZP"
   0:    1684561 ( -4,  -2,   1)  0.267421 : "31_MBZP"
   1:      71643 (  4,  -3,   3)  0.439559 : "31_MeOPP"
   7:     158286 ( 10,  -1,   6)  0.534173 : "31_TFMPP"
   0:      28430 (  1,  -4, -10)  0.362326 : "31_mCPP"
   5:      28322 (  1,  -4,   2)  0.353921 : "31_pFPP"
   4:    1698600 ( -3,  -5,   0)  0.450731 : "32_Codeine"
   7:    1698606 ( -3,  -5,   6)  0.473102 : "32_Dihydrocodeine"
   2:      28562 (  1,  -2,   2)  0.591724 : "32_Propoxyphene"
   1:      14763 (  1,   3,   3)  0.367451 : "33_Nicocodine"
  16:     129362 (  8,  -2,   2)  0.373923 : "33_Nicodicodine"
   5:     100684 (  6,  -1,   4)  0.500203 : "33_Norcodeine"
   6:    1713000 ( -2,  -5,   0)  0.441182 : "33_Propiram"
   6:          0 (  0,   0,   0)  0.318897 : "34_Allobarbital"
   5:      43680 (  3,   4,   0)  0.297459 : "34_Amobarbital"
   8:      57238 (  3,  -4,  -2)  0.560187 : "34_Butalbital"
   8:    1713842 ( -1,   2,   2)  0.481954 : "34_Butobarbitone"
   2:      57486 (  3,  -1,   6)  0.338176 : "34_Cyclobarbital"
   7:      14040 (  0,  -3,   0)  0.447932 : "34_Glutethimide"
   2:    1713842 ( -1,   2,   2)  0.562286 : "34_Ketamine"
  18:      57120 (  3,  -4,   0)  0.404262 : "34_Nealbarbitone"
   6:      71169 (  4,  -7,   9)  0.568556 : "34_Pentobarbital"
   6:    1713720 ( -1,   1,   0)  0.541814 : "34_Secbutabarbital"
  17:      28800 (  2,   0,   0)  0.450909 : "34_Secobarbital"
  10:      43200 (  3,   0,   0)  0.468514 : "34_Vinylbital"
  22:    1640760 ( -7,  -7,   0)  0.346387 : "35_Alprazolam"
   2:     143760 (  9,  -2,   0)  0.395512 : "35_Amfepramone"
  15:    1670776 ( -4,   3,  16)  0.323321 : "35_Aminorex"
   0:      71646 (  4,  -3,   6)  0.366473 : "35_Barbital"
   6:      86397 (  5,  -1,  -3)  0.374275 : "35_Bromazepam"
  20:    1684923 ( -3,   1,   3)  0.365360 : "35_Brotizolam"
  11:    1685042 ( -3,   2,   2)  0.426165 : "35_Camazepam"
  21:    1713486 ( -2,  -1,   6)  0.323783 : "35_Chlordiazepoxide"
  16:    1698480 ( -3,  -6,   0)  0.439672 : "35_Clobazam"
   7:     100680 (  6,  -1,   0)  0.420468 : "35_Clonazepam"
  18:     100809 (  7,   0,   9)  0.389050 : "35_Clorazepate"
  17:    1670888 ( -4,   4,   8)  0.473677 : "35_Clotiazepam"
   3:    1727644 ( -1,  -3,   4)  0.389645 : "35_Cloxazolam"
   3:     114960 (  7,  -2,   0)  0.405325 : "35_Delorazepam"
  10:        600 (  0,   5,   0)  0.374745 : "35_Diazepam"
  14:      86757 (  6,   2,  -3)  0.430452 : "35_Estazolam"
   9:      72124 (  5,   1,   4)  0.262454 : "35_Ethchlorvynol"
  16:     100320 (  6,  -4,   0)  0.298432 : "35_Ethinamate"
  11:     101280 (  7,   4,   0)  0.394623 : "35_Ethyl_loflazepate"
  14:    1698480 ( -3,  -6,   0)  0.393155 : "35_Fludiazepam"
  12:     116051 (  8,   7,  11)  0.439099 : "35_Flunitrazepam"
   4:      14520 (  1,   1,   0)  0.395463 : "35_Flurazepam"
  12:      15000 (  1,   5,   0)  0.436794 : "35_Halazepam"
  20:      86879 (  6,   3,  -1)  0.517657 : "35_Haloxazolam"
   4:      14522 (  1,   1,   2)  0.578020 : "35_Ketazolam"
   6:      29765 (  2,   8,   5)  0.486824 : "35_Loprazolam"
   0:     114960 (  7,  -2,   0)  0.405293 : "35_Lorazepam"
   2:     114966 (  7,  -2,   6)  0.405296 : "35_Lormetazepam"
  22:    1670161 ( -5,  -2,   1)  0.432512 : "35_Mazindol"
  14:    1684920 ( -3,   1,   0)  0.367550 : "35_Medazepam"
  12:     129365 (  8,  -2,   5)  0.290688 : "35_Meprobamate"
  10:      14040 (  0,  -3,   0)  0.389295 : "35_Methylphenobarbital"
  15:      14411 (  1,   0,  11)  0.319126 : "35_Methylprylon"
   9:     144363 ( 10,   3,   3)  0.379603 : "35_Midazolam"
  10:     116040 (  8,   7,   0)  0.424124 : "35_Nimetazepam"
   3:    1713011 ( -2,  -5,  11)  0.369024 : "35_Nitrazepam"
   3:     114969 (  7,  -2,   9)  0.397227 : "35_Nordazepam"
   7:      86292 (  5,  -1,  12)  0.380872 : "35_Oxazepam"
   5:      14286 (  0,  -1,   6)  0.416978 : "35_Oxazolam"
  11:      43082 (  2,  -1,   2)  0.295576 : "35_Pemoline"
   5:     172680 ( 11,  -1,   0)  0.337790 : "35_Phenobarbital"
   5:    1641488 ( -7,  -1,   8)  0.400151 : "35_Phentermine"
   4:     114843 (  7,  -3,   3)  0.366318 : "35_Pipradrol"
   3:      71766 (  4,  -2,   6)  0.348086 : "35_Prazepam"
  22:      28083 (  1,  -6,   3)  0.338392 : "35_SPA"
  11:     101040 (  7,   2,   0)  0.345525 : "35_Temazepam"
   1:      29404 (  2,   5,   4)  0.382933 : "35_Tetrazepam"
  14:    1698720 ( -3,  -4,   0)  0.362087 : "35_Triazolam"
   2:      57000 (  3,  -5,   0)  0.317836 : "37_Amphetamine_analogues"
  22:     115571 (  8,   3,  11)  0.366263 : "37_DMT_analogues"
  19:      12350 (  0, -18, -10)  0.416817 : "37_Fentanyl_analogues"
   1:     100563 (  6,  -2,   3)  0.409037 : "37_Methaqualone_analogues"
   3:      28322 (  1,  -4,   2)  0.344336 : "37_Pethidine_analogues"
   4:     115320 (  8,   1,   0)  0.375428 : "37_Phencyclidine_analogues"
   7:      57123 (  3,  -4,   3)  0.427961 : "41_1-phenyl-2-propanone"
   8:      42012 (  2, -10,  12)  0.367033 : "41_3,4-methylenedioxyphenyl-2-propanone"
   0:      71656 (  4,  -3,  16)  0.249927 : "41_Acetic_anhydrate"
  12:     187200 ( 13,   0,   0)  0.360316 : "41_Ergometrine"
   2:      31448 (  2,  22,   8)  0.405087 : "41_Ergotamine"
  14:     100681 (  6,  -1,   1)  0.371053 : "41_Isosafrole"
  17:      86031 (  5,  -4,  -9)  0.447185 : "41_N-acetylanthranilic_acid"
   8:      28926 (  2,   1,   6)  0.488127 : "41_Piperonal"
   2:      86534 (  6,   1,  14)  0.412208 : "41_Safrole"
   4:    1727534 ( -1,  -4,  14)  0.226815 : "42_Acetone"
  14:        138 (  0,   1,  18)  0.327749 : "42_Anthranilic_acid"
   0:      71640 (  4,  -3,   0)  0.300453 : "42_Ethyl_ether"
  19:     158402 ( 11,   0,   2)  0.123904 : "42_Hydrochloric_acid"
   5:    1698840 ( -3,  -3,   0)  0.334898 : "42_Methyl_ethyl_ketone"
  11:    1727763 ( -1,  -2,   3)  0.361359 : "42_Phenylacetic_acid"
  10:      43573 (  3,   3,  13)  0.304551 : "42_Piperidine"
  22:    1699081 ( -3,  -1,   1)  0.146060 : "42_Sulphuric_acid"
  15:      57496 (  3,  -1,  16)  0.277776 : "42_Toluene"
   6:    1613040 ( -8,   2,   0)  0.364163 : "P0_1P-LSD"
   3:      42609 (  2,  -5,   9)  0.331488 : "P0_2-Chloromphethamine"
   4:     114840 (  7,  -3,   0)  0.194136 : "P0_2-FluoroMethcathinone"
   2:    1713840 ( -1,   2,   0)  0.491560 : "P0_2-Fluorodeschloroketamine"
   0:      42600 (  2,  -5,   0)  0.295535 : "P0_2-Fluroamphethamine"
   3:      28200 (  1,  -5,   0)  0.313604 : "P0_2-Fluromethamphethamine"
   1:      86160 (  5,  -2,   0)  0.491379 : "P0_25B-NBOH"
   1:      86160 (  5,  -2,   0)  0.498058 : "P0_25C-NBOH"
   2:     129240 (  8,  -3,   0)  0.473059 : "P0_25E-NBOH"
  18:    1727882 ( -1,  -1,   2)  0.514797 : "P0_2C-B_from-amphethamine"
  16:      14160 (  0,  -2,   0)  0.531000 : "P0_2C-B_from-previous-decision-excel"
  18:    1727994 ( -1,  -1,  -6)  0.504805 : "P0_2C-C_from-amphethamine"
  16:      14162 (  0,  -2,   2)  0.523658 : "P0_2C-C_from-previous-decision-excel"
  14:      41892 (  2, -11,  12)  0.403009 : "P0_2C-D_from-amphethamine"
  23:      86402 (  6,   0,   2)  0.414806 : "P0_2C-D_from-previous-decision-excel"
  22:      43689 (  3,   4,   9)  0.487674 : "P0_2C-E_from-amphethamine"
  23:      27950 (  1,  -8, -10)  0.444753 : "P0_2C-E_from-previous-decision-excel"
   0:      42600 (  2,  -5,   0)  0.323081 : "P0_3-Chloromphethamine"
   1:      86522 (  6,   1,   2)  0.204022 : "P0_3-FluoroMethcathinone"
   0:      43203 (  3,   0,   3)  0.370230 : "P0_3-Fluorophenmetrazine_3-FPM"
   0:      57120 (  3,  -4,   0)  0.307138 : "P0_3-Fluroamphethamine"
   3:      28200 (  1,  -5,   0)  0.338477 : "P0_3-Fluromethamphethamine"
   6:     100320 (  6,  -4,   0)  0.409959 : "P0_3-MMC"
  12:      72000 (  5,   0,   0)  0.432171 : "P0_3-hydroxy-PCP"
   6:     129243 (  8,  -3,   3)  0.240451 : "P0_4-CMC-clephedrone"
   0:      42600 (  2,  -5,   0)  0.311287 : "P0_4-Chloromphethamine"
   2:    1627320 ( -7,   1,   0)  0.299800 : "P0_4-Chloropentedrone"
   3:    1568760 (-12,  -7,   0)  0.418951 : "P0_4-Cl-alpha-PVP"
   6:     129242 (  8,  -3,   2)  0.242605 : "P0_4-FluoroMethcathinone"
   6:    1669804 ( -5,  -5,   4)  0.435756 : "P0_4-Fluoroisobutylfentanyl"
   0:      42600 (  2,  -5,   0)  0.318530 : "P0_4-Fluroamphethamine"
   0:      28203 (  1,  -5,   3)  0.295818 : "P0_4-Fluromethamphethamine"
   3:      14520 (  1,   1,   0)  0.250886 : "P0_4-MEC"
   5:      86274 (  5,  -2,  -6)  0.294509 : "P0_4-chloro-alpha-PPP"
   4:     115077 (  7,  -2,  -3)  0.410716 : "P0_4-fluoromethylphenidate"
  16:     100685 (  6,  -1,   5)  0.304065 : "P0_4-methoxymethacathinone_Methedrone"
   7:    1713607 ( -1,   0,   7)  0.333634 : "P0_5-APB"
   5:    1699200 ( -2,   0,   0)  0.285653 : "P0_5-APBD"
   6:     172443 ( 11,  -3,   3)  0.330687 : "P0_5-EAPB"
   1:    1641603 ( -6,   0,   3)  0.322967 : "P0_5-IT_1-_1H-Indol-5-yl_propan-2-amine_"
   6:     143640 (  9,  -3,   0)  0.303642 : "P0_5-MAPB"
   6:     157671 ( 10,  -7,  -9)  0.362953 : "P0_5-MeO-DALT"
  22:      73689 (  5,  14,   9)  0.443940 : "P0_5-MeO-MiPT"
  22:     330841 ( 22,  -3,   1)  0.350362 : "P0_5F-EDMB-PINACA"
   3:     215642 ( 14,  -3,   2)  0.333049 : "P0_6-APB"
  21:      42000 (  2, -10,   0)  0.344181 : "P0_6-APBD"
   3:      28210 (  1,  -5,  10)  0.263339 : "P0_6-EAPB"
   7:      14403 (  1,   0,   3)  0.288327 : "P0_6-MAPB"
  13:        121 (  0,   1,   1)  0.340496 : "P0_ALD-52"
   0:    1670163 ( -5,  -2,   3)  0.400840 : "P0_Acetylfentanyl"
  17:      30120 (  2,  11,   0)  0.581961 : "P0_Acryloylfentanyl_Acrylfentanyl"
   5:     128760 (  8,  -7,   0)  0.317993 : "P0_Benzedrone"
   5:      28202 (  1,  -5,   2)  0.352952 : "P0_Buphedrone"
   1:      43440 (  3,   2,   0)  0.345230 : "P0_Camfetamine"
   1:     158040 ( 10,  -3,   0)  0.431359 : "P0_Carfentanil"
   7:     143640 (  9,  -3,   0)  0.439362 : "P0_Chloro_pseudo_ephedrine"
   9:    1685282 ( -3,   4,   2)  0.340804 : "P0_Chloroethacathinone_4-CEC"
  20:    1685284 ( -3,   4,   4)  0.330585 : "P0_Chloroethcathinone_4-CEC"
   2:      42960 (  2,  -2,   0)  0.437768 : "P0_Clobenzorex"
   7:    1525792 (-15,  -6,  -8)  0.432798 : "P0_Crotonylfentanyl"
   7:    1655400 ( -6,  -5,   0)  0.436965 : "P0_Cyclopropylfentanyl"
  18:    1727880 ( -1,  -1,   0)  0.504398 : "P0_DOC_chloro-DMA"
   2:     129360 (  8,  -2,   0)  0.352310 : "P0_Deschloro-N-ethyl-ketamine"
   2:    1713720 ( -1,   1,   0)  0.384186 : "P0_Deschloroketamine"
  19:      12350 (  0, -18, -10)  0.421397 : "P0_Despropionyl-fentanyl"
   9:    1713485 ( -2,  -1,   5)  0.393790 : "P0_Diphenidine"
  11:      14280 (  0,  -1,   0)  0.371048 : "P0_Diphenylprolinol"
   6:     229800 ( 15,  -5,   0)  0.341607 : "P0_Dipropyltryptamine"
  11:      44763 (  3,  13,   3)  0.401225 : "P0_EMB-FUBINACA"
  10:    1569720 (-11,   1,   0)  0.269410 : "P0_Ethylphenidate"
  11:      13797 (  0,  -6,  -3)  0.316997 : "P0_Eutylone_bk-EBDB_N-ethylbutylone"
   3:    1511402 (-16,  -5,   2)  0.403697 : "P0_Furanylfentanyl"
  15:      71773 (  4,  -2,  13)  0.315946 : "P0_Isopropylphenidate"
   9:    1712762 ( -2,  -7,   2)  0.367567 : "P0_JWH-133"
   4:    1699320 ( -2,   1,   0)  0.424300 : "P0_MDAI"
  17:      27112 (  1, -15,  -8)  0.334477 : "P0_MDMA-MethylHomolog"
   2:     157920 ( 10,  -4,   0)  0.326763 : "P0_MDPBP"
   8:      42479 (  2,  -7,  -1)  0.457050 : "P0_MDPHP_3,4-methylenedioxy-alpha-pyrrolidinohexanophenone"
  10:    1597562 (-10,  -7,   2)  0.389506 : "P0_MDPV"
  23:    1727404 ( -1,  -5,   4)  0.390460 : "P0_MMMP_MTMP"
   8:     143883 (  9,  -1,   3)  0.855675 : "P0_Methoxetamine"
   3:     259450 ( 18,   2,  10)  0.420943 : "P0_Methoxyacetylfentanyl"
   9:    1598401 ( -9,   0,   1)  0.474123 : "P0_Methoxyphencyclidine"
  11:      99480 (  6, -11,   0)  0.279936 : "P0_N-Benzylmethylenedioxycathinone_BMDC"
   7:      28920 (  2,   1,   0)  0.432553 : "P0_N-Methyl-2-aminoindane_NM-2-AI"
   5:     157437 ( 10,  -9,  -3)  0.272890 : "P0_N-Propylpentedrone"
  15:     143516 (  9,  -5,  -4)  0.461990 : "P0_N-ethyl-methylnorpentedrone"
   0:    1583280 (-11,  -6,   0)  0.257802 : "P0_N-ethylbuphedrone"
  17:     158039 ( 10,  -4,  -1)  0.245643 : "P0_N-ethylhexedrone"
  10:      56760 (  3,  -7,   0)  0.409895 : "P0_N-ethylpentedrone"
   2:    1641720 ( -6,   1,   0)  0.534049 : "P0_N-ethylpentylone_bk-EBDP"
   8:     115931 (  8,   6,  11)  0.366022 : "P0_N-methyltryptamine_NMT"
   0:    1713120 ( -2,  -4,   0)  0.393765 : "P0_NA-DEPEA_N-ethyl-alpha-ethylphenethylamine"
   9:    1685280 ( -3,   4,   0)  0.321621 : "P0_NEC_N-ethylcathinone"
   2:    1511400 (-16,  -5,   0)  0.400388 : "P0_Ocfentanil"
  10:    1655879 ( -6,  -2,  -1)  0.328604 : "P0_PV-7_alpha-PHP_alpha-pyrrolidinohexiophenone"
  18:     245031 ( 17,   1,  -9)  0.305146 : "P0_PV-8_alpha-PHPP_alpha-pyrrolidinoheptiophenone"
